Mæg	mag
forlygre	forliger
and	and
wolde	willan
þa	þu|þa|se
æt.nehstan	æt-nyhstan
hyre	hyrian|hyre|hyran|hyr|hire|heo
hlæfdian	hlæfdige
gebysmrian	gebismerian
butan	butan
heo	heo
mid	mid
hreame	hream
hyre	hyrian|hyre|hyran|hyr|hire|heo
hræddinge	hredding
ofclypode	ofclipian
þis	þes
witan	witan|wita
þas	þes
hyredmen	hiredmann
þe	þu|þe|se
ic	ic
þider	þider
clypode	clypian
Ða	þa|se
sædon	secgan
þa	þu|þa|se
hyredmenn	hiredmann
þæt	þæt|se
hit	hit
soð	soð
wære	wære|wær|wesan|seon|beon
and	and
ealle	ealle|eall|eal
mid	mid
aðe	aþ
Eugenian	eugenia
forlugan	forleogan
Þa	þa|se
wearð	None
se	se
geræfa	None
þearle	þearle
gebolgen	gebelgan|belgan
and	and
axude	None
Eugenian	eugenia
hu	hu
heo	heo
ana	ana|an
mihte	miht|meaht|magan
ealle	ealle|eall|eal
þa	þu|þa|se
gewytan	gewita
awægan	awægan
mid	mid
aðe	aþ
oððe	oððe
þurh	þurh
ænige	ænig
swutelunge	sweotolung
hi	hi|heo
sylfe	self
aclænsian	aclænsian
Hwæt	None
ða	þe|þa|ða|se
Eugenia	eugenia
seo	seon|seo|se
æþele	æþelu|æþele|æþel|æðele
fæmne	fæmne
cwæð	cweðan
þæt	þæt|se
heo	heo
wolde	willan
hi	hi|heo
sylfe	self
bediglian	bediglian
and	and
Criste	crist|Crist
anum	an
hyre	hyrian|hyre|hyran|hyr|hire|heo
clænnysse	clænnes
healdan	healdan|heald
on	on|an
mægðhade	mægþhad
wuniende	wunian
mannum	mann
uncuð	uncuþ
and	and
forðy	forði
underfænge	underfon
æt	æt|etan
fruman	fruma
þa	þu|þa|se
gyrlan	gerela
wærlices	werlic
hades	had
and	and
wurde	weorþan
geefsod	geefesian
Æfter	æfter
þysum	þes
wordum	word
heo	heo
totær	toteran
hyre	hyrian|hyre|hyran|hyr|hire|heo
gewædu	gewæde
and	and
ætæwde	æteowian
hyre	hyrian|hyre|hyran|hyr|hire|heo
breost	breost
þam	þæm|þam|se
breman	breme
Philippe	philippus
and	and
cwæð	cweðan
him	him|hi|he
to	toh|to
þu	þu
eart	wesan|seon
min	min|ic
fæder	fæder
and	and
þin	þu|þin
gebædda	None
Claudia	claudia
gebær	geberan
me	me|ic
to	toh|to
mannum	mann
and	and
ðas	þes|se
ðine	þin
gesætlan	gesetla
synd	None
mine	min
gebroðra	gebroðor
Auitus	auitus
and	and
Særgius	sergius
and	and
ic	ic
soðlice	soþlice|soðlice
eom	wesan|seon|eoh
Eugenia	eugenia
gehaten	hatan|gehatan
þin	þu|þin
agen	ongeagn|agen|agan
dohtor	dohtor
And	and
ic	ic
for	for|faran
Cristes	crist|Crist
lufe	lufu|lufe
forlæt	forlætan|forlædan
eow	ge|eowan|eow
ealle	ealle|eall|eal
and	and
middaneardlice	middaneardlic
lustas	lust
swa	swa
swa	swa
meox	meox
forseah	forseon
Her	her
synd	None
eac	eacan|eac
þa	þu|þa|se
cnihtas	cniht
þe	þu|þe|se
ic	ic
cydde	cyþan
mine	min
digolnysse	digolnes
Protus	protus
et	etan|et
Iacinctus	iacinctus
þine	þin
fostercyld	fostercild
mid	mid
ðam	ðam|se
ic	ic
becom	becuman
to	toh|to
Cristes	crist|Crist
scole	scolu|scol
and	and
þær.on	þæron
drohtnode	drohtnian
oð	oþ|oð
þisne	þes
andwærden	None
dæg	dæg
and	and
ðam	ðam|se
ic	ic
wylle	None
æfre	æfre
oð	oþ|oð
ende	ende
þeowian	þeowian
Ða	þa|se
oncneow	oncnawan
Philippus	philippus
swa	swa
swa	swa
fæder	fæder
Eugenian	eugenia
and	and
Auitus	auitus
and	and
Særgius	sergius
hyra	hyra|hyr|hira|hi
agene	agen
swyster	None
and	and
hyra	hyra|hyr|hira|hi
hyredcnihtas	hiredcniht
hi	hi|heo
eadmodlice	eadmodlice
cyston	cystan|cyssan
Þis	þes
wearð	None
sona	sona
gecyd	None
Claudian	claudia
þære	þære|se
mæder	modor
and	and
heo	heo
mid	mid
wundrunge	wundrung
wearð	None
befangen	befon
and	and
to	toh|to
Eugenian	eugenia
com	cuman
mid	mid
ealre	eall|eal
blysse	blis
Hi	hi
þa	þu|þa|se
gefretewodon	gefrætewian
þa	þu|þa|se
fæmnan	fæmne
mid	mid
golde	gold
hyre	hyrian|hyre|hyran|hyr|hire|heo
unþances	unþanc
and	and
up	up
gesætton	gesettan
to	toh|to
him	him|hi|he
Þa	þa|se
clypode	clypian
þæt	þæt|se
folc	folc
þæt	þæt|se
Crist	crist|Crist
wære	wære|wær|wesan|seon|beon
soð	soð
God	god
and	and
hi	hi|heo
ealle	ealle|eall|eal
herodon	None
þonne	þonne|se
hælend	hælend
mid	mid
wuldre	wuldor
Eugenia	eugenia
hæfde	habban
ær	ær
geþingod	þingian|geþingian
þære	þære|se
leasan	leas
Melantian	melantia
to	toh|to
hyre	hyrian|hyre|hyran|hyr|hire|heo
leofan	leof
fæder	fæder
þæt	þæt|se
heo	heo
mid	mid
wytum	None
ne	nesan|neh|ne
awræce	awrecan
hyre	hyrian|hyre|hyran|hyr|hire|heo
welhreowan	wælhreow
ehtnysse	ehtnes
Ac	ac
Crist	crist|Crist
sylf	self
asende	asendan
swægende	swegan
fyr	fyr
ufan	ufan
of	of
heofonum	heofon
þæt	þæt|se
menn	mann
onhawoden	onhawian
to	toh|to
Melantian	melantia
botle	botl
and	and
hit	hit
mid	mid
ealle	ealle|eall|eal
forbernde	forbærnan
swa	swa
þæt	þæt|se
ðær	þær
n	næs|ne
æs	æs
to	toh|to
lafe	laf
nan	nan
ðing	None
þe	þu|þe|se
hyre	hyrian|hyre|hyran|hyr|hire|heo
wæs	wesan|seon|beon
Þa	þa|se
wurdon	wurdon|weorþan
gefullode	gefyllan|gefullian
Philippus	philippus
and	and
Claudia	claudia
and	and
heora	hira|hi|heore
twægen	twægen|twegen
suna	sunu
mid	mid
soðum	soð
geleafan	geleafa
and	and
seo	seon|seo|se
mæste	micel
mæniu	menigu
þæs	se
mennisces	mennisc
gebeah	gebugan
to	toh|to
Cristes	crist|Crist
bigengum	bigenga|bigeng
and	and
þa	þu|þa|se
cristenan	cristen
gegododon	gegodian
Ða	þa|se
wurdon	wurdon|weorþan
geædniwode	geedniwian
on	on|an
ðam	ðam|se
eahteoðan	eahtoþa
geare	geare|gear
þa	þu|þa|se
forlætenan	None
cyrcan	circe
and	and
seo	seon|seo|se
geleaffulnyss	geleaffulnes
weox	weaxan
Philippus	philippus
þa	þu|þa|se
asende	asendan
to	toh|to
Seuero	seuerus
þam	þæm|þam|se
casere	casere|caser
and	and
sæde	sæd|secgan
þæt	þæt|se
þa	þu|þa|se
cristenan	cristen
swiðe	swiðe|swiðan
fremoden	fremian
his	hit|his|he
cynerice	cynerice
and	and
romaniscere	romanisc
leode	leode|leodan|leod
and	and
hi	hi|heo
wæl	wæl|wel
wyrðe	weorþ
wæron	wesan|seon|beon
þæt	þæt|se
hi	hi|heo
wunodon	wunian
butan	butan
æhtnysse	eahtnes
on	on|an
ðære	se
ylcan	ilca
byrig	burh|burg
þe	þu|þe|se
he	he
hi	hi|heo
ær	ær
of	of
adræfde	adrifan
Þa	þa|se
geþafode	geþafian
se	se
casere	casere|caser
þæt	þæt|se
ðam	ðam|se
geræfan	None
and	and
Alexandria	alexandria
seo	seon|seo|se
burh	burh
sona	sona
wearð	None
afylled	afyllan
mid	mid
mycclum	micel
cristendome	cristendom
and	and
manegum	manig
cyrcum	circe
And	and
on	on|an
gehwylcum	gehwylc
burgum	burh|burg
blissoden	blissian
þa	þu|þa|se
cristenan	cristen
and	and
mid	mid
wurðfulnysse	weorþfulness
God	god
wurðodon	wurðodon
eac	eacan|eac
for	for|faran
þysum	þes
intingan	intinga
þæt	þæt|se
ægyptisce	egiptisc
folc	folc
forlætenum	None
gedwylde	gedwyld
gelyfde	gelyfan|gelifan
on	on|an
Drihten	dryhten
And	and
Philippus	philippus
forgeaf	forgifan|forgiefan
fæla	fæle|fela
eahta	eahtian|eahta
þam	þæm|þam|se
cristenum	cristen
him	him|hi|he
to	toh|to
gemænan	gemæne
brice	bryce
and	and
hi	hi|heo
gemundode	gemundian
Æfter	æfter
þisum	þes
gelamp	gelimpan
þæt	þæt|se
ða	þe|þa|ða|se
leasan	leas
hæðenan	hæðena|hæðen
wrægdon	wregan
Philippum	philippus
to	toh|to
ðam	ðam|se
foresæden	foresecgan
casere	casere|caser
sædon	secgan
þæt	þæt|se
he	he
forlete	forlætan
þa	þu|þa|se
lifiendan	lifian
godas	gripe|god|ben
and	and
ealle	ealle|eall|eal
þa	þu|þa|se
burhwaræ	burhware
gebigde	gebugan
to	toh|to
Criste	crist|Crist
Þa	þa|se
wearð	None
se	se
casere	casere|caser
sona	sona
geyrsod	geyrsian
and	and
bebead	bebeodan
Philippe	philippus
þæt	þæt|se
he	he
buge	bugan
to	toh|to
his	hit|his|he
godum	god
oððe	oððe
wære	wære|wær|wesan|seon|beon
benæmed	benæman
wurðscipes	None
and	and
æhta	æht
Þa	þa|se
dælde	dælan
Philippus	philippus
digollice	digollice
his	hit|his|he
æhta	æht
geond	geond
ealle	ealle|eall|eal
þa	þu|þa|se
scyre	scir
cyrcum	circe
and	and
þearfum	þearfa
and	and
þurh	þurh
mycelne	micel
geleafan	geleafa
manega	manig|manega
oðre	oðer
getrymode	getrymman
swa	swa
þæt	þæt|se
ða	þe|þa|ða|se
cristenan	cristen
hine	he
gecuron	geсeosan|geceosan
to	toh|to
bisceope	bisceop
Ða	þa|se
æfter	æfter
twælf	twelf
monðum	monað
gemunde	gemunan
se	se
casere	casere|caser
hwæt	hwæt#2
him	him|hi|he
gesæd	gesecgan
wæs	wesan|seon|beon
and	and
sænde	None
fram	fram
Rome	rom
oðerne	oðer
gerefan	gerefa
mid	mid
reðum	reðe
bebode	bebod
swa	swa
þæt	þæt|se
he	he
het	hettan|het|hedan|hatan
acwellan	acwellan
þone	se
cristenan	cristen
Philippum	philippus
gif	gif
hit	hit
soð	soð
wære	wære|wær|wesan|seon|beon
swa	swa
him	him|hi|he
gesæd	gesecgan
wæs	wesan|seon|beon
Ða	þa|se
com	cuman
se	se
gerefa	gerefa
and	and
hine	he
acwællan	acwellan
ne	nesan|neh|ne
dorste	durran
on	on|an
þæs	se
folces	folc
gewytnysse	gewitnes
for	for|faran
heora	hira|hi|heore
freondrædene	freondræden
ac	acan|ac
asende	asendan
sume	sum
þe	þu|þe|se
sædon	secgan
þæt	þæt|se
hi	hi|heo
wæran	wær
on	on|an
Criste	crist|Crist
gelyfede	gelyfan
ac	acan|ac
hi	hi|heo
lugon	leogan
swa	swa
þeah	þiсgan|þicgan|þeon|þeah
Ða	þa|se
eoden	gan|eadan
to	toh|to
cyrcean	circe
mid	mid
swiðlicum	swiþlic
facne	facn|facen
and	and
ðone	se
mæran	mære|mæran
biscop	bisceop
on	on|an
his	hit|his|he
gebædum	gebed
ofslogan	ofslean
Ac	ac
he	he
wunade	None
swa	swa
ðeah	þeah
on	on|an
þam	þæm|þam|se
wundum	wund
cucu	None
geond	geond
þreora	þri
daga	dæg|dah|dagian|dag
fæc	fæc
and	and
gefrefrode	gefrefrian
þa	þu|þa|se
cristenan	cristen
and	and
swa	swa
mid	mid
martyrdome	martyrdom
siþþan	siððan
gewat	gewitan
to	toh|to
ðam	ðam|se
lifigendan	lifian
Drihtne	dryhten
þe	þu|þe|se
he	he
on	on|an
life	lif
wurðode	None
Eugenia	eugenia
hæfde	habban
ær	ær
þan	þan|se
asteald	astellan
mynecena	mynecenu
mynster	mynster
mid	mid
mycelre	micel
gehealdsumnysse	gehealdsumnys
and	and
seo	seon|seo|se
modor	modor
Claudia	claudia
hit	hit
micclum	micel
gegodode	gegodian
and	and
hi	hi|heo
þær	þær
bebyrgdon	bebyrgan
þone	se
bisceop	bisceop
Philippum	philippus
And	and
hi	hi|heo
siþþan	siððan
ealle	ealle|eall|eal
endemes	endemes
færdon	None
seo	seon|seo|se
modor	modor
and	and
seo	seon|seo|se
dohtor	dohtor
to	toh|to
ðære	se
mæran	mære|mæran
Rome.byrig	romeburh
and	and
ða	þe|þa|ða|se
gebroðru	gebroðor
samod	samod
Særgius	sergius
and	and
Auitus	auitus
And	and
þa	þu|þa|se
romaniscan	romanisc
wytan	None
hi	hi|heo
wel	wel
underfængon	underfon
and	and
for	for|faran
þære	þære|se
ealdan	eald
cyððe	cyþ
þæs	se
æðelan	æðele
Philippes	philippus
Þa	þa|se
gesætton	gesettan
þa	þu|þa|se
wytan	None
sona	sona
þa	þu|þa|se
cnihtas	cniht
on	on|an
twam	twegen
heafodburgum	heafodburh
on	on|an
healicum	healic
wurðmynte	weorþmynd
ænne	an
on	on|an
Affrican	affrica
and	and
oðerne	oðer
on	on|an
Cartagine	cartagine
Eugenia	eugenia
þa	þu|þa|se
wunode	wunian
on	on|an
Rome	rom
and	and
hire	hire|heo
coman	None
to	toh|to
gehwylce	gehwylc
mædenu	mæden
and	and
heo	heo
hi	hi|heo
gebegde	gebegan
mid	mid
hyre	hyrian|hyre|hyran|hyr|hire|heo
gebysnunge	gebysnung
to	toh|to
Criste	crist|Crist
and	and
hi	hi|heo
on	on|an
mægðhade	mægþhad
wunodon	wunian
þurh	þurh
hyre	hyrian|hyre|hyran|hyr|hire|heo
mynegunge	mynegung
Þa	þa|se
wæs	wesan|seon|beon
on	on|an
Rome.byrig	romeburh
sum	sum|su
cyneboren	cyneboren
mæden	mæden|mecgan
Basilla	basilla
gehaten	hatan|gehatan
on	on|an
hæðenscype	hæðenscipe
wunigende	wunian
seo	seon|seo|se
wolde	willan
gehyran	gehyran
þa	þu|þa|se
halgan	halig|halga|haleg
lare	lar
of	of
Eugenian	eugenia
muþe	muþ
ac	acan|ac
heo	heo
ne	nesan|neh|ne
mihte	miht|meaht|magan
hire	hire|heo
genealecean	genealæcan
forðan	forðam
þe	þu|þe|se
cristendom	cristendom
wæs	wesan|seon|beon
þær	þær
onscunigendlic	onscunigendlic
Ða	þa|se
sende	sendan
Eugenia	eugenia
þa	þu|þa|se
twægen	twægen|twegen
halgan	halig|halga|haleg
Protum	protus
and	and
Iacinctum	iacinctus
to	toh|to
ðam	ðam|se
hæðenen	hæðen
mædene	mæden
Hwæt	None
þa	þu|þa|se
Basilla	basilla
mid	mid
blysse	blis
hi	hi|heo
underfæng	underfon
and	and
deges	None
and	and
nihtes	niht
mid	mid
þam	þæm|þam|se
deorwurðum	deorwyrþe
halgum	halig|halga|haleg
Godes	godes|god
lare	lar
beeode	began
and	and
hyre	hyrian|hyre|hyran|hyr|hire|heo
gebæda	gebed
ne	nesan|neh|ne
geswac	geswican
oð	oþ|oð
ðæt	þæt|ðæt|se
Cornelius	cornelius
þæra	se
cristenra	cristen
biscop	bisceop
hi	hi|heo
dearnunga	dearnunga
gefullode	gefyllan|gefullian
fram	fram
eallum	eall|eal
fulnyssum	fulnes
Þa	þa|se
wurdon	wurdon|weorþan
gelome	gelome|gelom
þa	þu|þa|se
leofan	leof
mædenu	mæden
Eugenia	eugenia
and	and
Basilla	basilla
and	and
eac	eacan|eac
se	se
biscop	bisceop
on	on|an
sunderspræce	sundorspræc
swiðe	swiðe|swiðan
gebysgode	gebysgian
and	and
digellice	digellice
on	on|an
nihtum	niht|neaht
hi	hi|heo
symble	simble
geneosodon	geneosian
and	and
hæfdon	habban
heora	hira|hi|heore
gerihtu	gerihte|geriht
mid	mid
þam	þæm|þam|se
halgen	None
biscope	bisceop
Þurh	þurh
ðas	þes|se
twa	twegen|twa
mædena	mæden
manega	manig|manega
oðre	oðer
becoman	None
to	toh|to
Cristes	crist|Crist
geleafan	geleafa
and	and
to	toh|to
clænre	clæne
drohtnunge	drohtnung
Ðurh	þurh
Claudian	claudia
becoman	None
eac	eacan|eac
clæne	clæne
wudewan	widuwe
mid	mid
godum	god
wyllan	willa
to	toh|to
Godes	godes|god
geleafan	geleafa
And	and
fæla	fæle|fela
cnihta	cniht
on	on|an
Crist	crist|Crist
gelyfden	gelyfan
þurh	þurh
ða	þe|þa|ða|se
twægen	twægen|twegen
halgan	halig|halga|haleg
Protum	protus
et	etan|et
Iacinctum	iacinctus
Basilla	basilla
hæfde	habban
enne	an
hæðene	hæðen
wogere	wogere
Pompeius	pompeius
gecyged	gecigan
swiðe	swiðe|swiðan
æðelboren	æðelboren
þam	þæm|þam|se
geuðe	None
se	se
casere	casere|caser
þæt	þæt|se
kyneborene	cyneboren
mæden	mæden|mecgan
ac	acan|ac
heo	heo
hæfde	habban
gecoren	сeosan|geсeosan|gecoren|geceosan|ceosan
Crist	crist|Crist
hyre	hyrian|hyre|hyran|hyr|hire|heo
to	toh|to
brydguman	brydguma
and	and
þone	se
hæðenan	hæðena|hæðen
wogere	wogere
forþi	forði
habban	habban
n	næs|ne
olde	None
Þa	þa|se
gesohte	geseсan|gesecan
se	se
cniht	cniht
þæs	se
kaseres	casere
fett	fot|fedan
and	and
þa	þu|þa|se
Romaniscan	romanisc
wytan	None
mid	mid
woplicre	woplic
ceorunge	ceorung
him	him|hi|he
mid	mid
spræcon	sprecan
and	and
ða	þe|þa|ða|se
mædena	mæden
wregdon	wregan
Eugenian	eugenia
and	and
Basillan	basilla
biddende	biddan
his	hit|his|he
fultumes	fultum
Hwæt	None
þa	þu|þa|se
se	se
casere	casere|caser
cwæð	cweðan
him	him|hi|he
to	toh|to
andsware	andswaru
þæt	þæt|se
Basilla	basilla
sceolde	sculan
gebugan	gebugan
to	toh|to
ðam	ðam|se
cnihte	cniht
oþþe	oþþe|oððe
hi	hi|heo
man	munan|mann|man
toheowe	toheawan
mid	mid
heardum	heard
swurde	sweord
on	on|an
twa	twegen|twa
And	and
Eugenian	eugenia
he	he
het	hettan|het|hedan|hatan
his	hit|his|he
godum	god
geoffrian	geoffrian
oððe	oððe
hi	hi|heo
man	munan|mann|man
mid	mid
wytum	None
welreowlice	wælhreowlice
acwealde	acwellan
He	he
het	hettan|het|hedan|hatan
eac	eacan|eac
acwællan	acwellan
ealle	ealle|eall|eal
þa	þu|þa|se
cristenan	cristen
gif	gif
hi	hi|heo
n	næs|ne
oldon	None
bugan	bugan
to	toh|to
ðam	ðam|se
bysmorfullum	bysmorfull
hæðenscype	hæðenscipe
Þa	þa|se
n	næs|ne
olde	None
Basilla	basilla
brydguman	brydguma
geceosan	geceosan
nænne	nan
butan	butan
Crist	crist|Crist
þe	þu|þe|se
heo	heo
gecoren	сeosan|geсeosan|gecoren|geceosan|ceosan
hæfde	habban
and	and
wearð	None
þa	þu|þa|se
gemartyrod	martyrian|gemartyrod|gemartyrian
for	for|faran
hyre	hyrian|hyre|hyran|hyr|hire|heo
mægðhade	mægþhad
æt	æt|etan
ham	ham
on	on|an
hire	hire|heo
huse	hus
mid	mid
heardum	heard
sweorde	sweord
Æfter	æfter
þysum	þes
wordum	word
þa	þu|þa|se
twægen	twægen|twegen
Godes	godes|god
halgan	halig|halga|haleg
Protus	protus
and	and
Iacinctus	iacinctus
wurdon	wurdon|weorþan
sona	sona
gelæhte	gelæссan|gelæccan
and	and
hi	hi|heo
sceoldon	sculan
geoffrian	geoffrian
heora	hira|hi|heore
lac	lacan|lac
þam	þæm|þam|se
godum	god
oððe	oððe
hi	hi|heo
sylfe	self
sceoldon	sculan
him	him|hi|he
beon	beon|beo|bannan
geoffrode	geoffrian
Hi	hi
wurdon	wurdon|weorþan
þa	þu|þa|se
gelædde	gelædan
to	toh|to
þære	þære|se
laðan	lað
anlicnysse	anlicnes
ac	acan|ac
heo	heo
tofeol	tofeallan
sona	sona
to	toh|to
heora	hira|hi|heore
fotum	fot
formolsnod	formolsnian
swa	swa
raðe	raðe
swa	swa
þa	þu|þa|se
halgan	halig|halga|haleg
hi	hi|heo
to	toh|to
Gode	god
gebædon	gebiddan
Þa	þa|se
cwæþ	cweþan
se	se
dema	dema
þæt	þæt|se
hi	hi|heo
mid	mid
drycræfte	drycræft
þa	þu|þa|se
anlicnyssa	anlicnes
towurpon	toweorpan
and	and
wearð	None
gebolgen	gebelgan|belgan
Het	None
þa	þu|þa|se
behæfdian	beheafdian
ða	þe|þa|ða|se
halgan	halig|halga|haleg
cyðeras	cyðere
and	and
hi	hi|heo
swa	swa
ferdon	feran
mid	mid
sige	sige|sigan|seon
to	toh|to
Criste	crist|Crist
Ðas	þes
martyras	martyr
n	næs|ne
æron	None
næfre	næfre
on	on|an
life	lif
þurh	þurh
wif	wif
besmytene	besmitan
ac	acan|ac
hi	hi|heo
wunedon	None
on	on|an
clænnysse	clænnes
oð	oþ|oð
heora	hira|hi|heore
lifes	lifes|lif
ænde	None
mid	mid
mycclum	micel
geleafan	geleafa
Æfter	æfter
þysum	þes
wearð	None
geleaht	leссan|gelæccan
seo	seon|seo|se
geleaffulla	geleaffull
Eugenia	eugenia
and	and
to	toh|to
þam	þæm|þam|se
hæðenan	hæðena|hæðen
temple	templ|tempel
getogen	teon|geteon
mid	mid
geðreate	geþreat
þæt	þæt|se
heo	heo
þære	þære|se
gydenan	gyden
Diane	diana
Godes	godes|god
wurðmynt	weorþmynd
gebude	gebeodan
Ða	þa|se
gebæd	gebiddan
Eugenia	eugenia
hi	hi|heo
to	toh|to
ðam	ðam|se
ælmihtigan	ælmihtig|eallmihtig
Gode	god
and	and
þæt	þæt|se
deofles	deofol
tempel	templ|tempel
grundlunga	grundlinga
tofeoll	tofeallan
and	and
on	on|an
eorðan	eorþ|eorðe
besanc	besincan
mid	mid
eallum	eall|eal
his	hit|his|he
anlicnyssum	anlicnes
Þa	þa|se
het	hettan|het|hedan|hatan
se	se
casere	casere|caser
ahon	ahon
anne	an
weorcstan	weorcstan
on	on|an
hyre	hyrian|hyre|hyran|hyr|hire|heo
halgan	halig|halga|haleg
swuran	None
and	and
hi	hi|heo
bescufan	bescufan
on	on|an
ða	þe|þa|ða|se
ea	ea
Eac	eac
se	se
stan	stan
tobærst	toberstan
and	and
heo	heo
sæt	sæt|sittan
up	up
on	on|an
þam	þæm|þam|se
wætere	wæter
þæt	þæt|se
ða	þe|þa|ða|se
cristenan	cristen
tocneowan	tocnawan
þæt	þæt|se
Crist	crist|Crist
wæs	wesan|seon|beon
mid	mid
hyre	hyrian|hyre|hyran|hyr|hire|heo
se	se
ðe	þu|þe|ðe
hwilon	hwilum
ær	ær
þone	se
halgan	halig|halga|haleg
Petrum	petrus
be	be
ðære	se
handa	hand
gelædde	gelædan
upp	upp
on	on|an
þam	þæm|þam|se
heagan	heah
brymme	None
þæt	þæt|se
ða	þe|þa|ða|se
sælican	sælic
yða	None
hine	he
forswelgan	forswelgan
ne	nesan|neh|ne
mihton	None
Ða	þa|se
het	hettan|het|hedan|hatan
se	se
casere	casere|caser
hi	hi|heo
siððan	siððan
bescufan	bescufan
on	on|an
byrnende	beornan
ofen	ofen
þær	þær
þær	þær
hate	hatan|hat
baðu	None
wæron	wesan|seon|beon
ac	acan|ac
þæt	þæt|se
fyr	fyr
wearð	None
acwænced	acwencan
and	and
þa	þu|þa|se
baðu	None
acolode	acolian
and	and
ealle	ealle|eall|eal
ða	þe|þa|ða|se
ontendnyssa	ontendness
mid	mid
hyre	hyrian|hyre|hyran|hyr|hire|heo
tocyme	tocyme
adwæscte	adwæscan
Heo	heo
wearð	None
þa	þu|þa|se
gebroht	gebrengan|bringan|brengan
into	into
blindum	blind
cwearterne	cweartern
and	and
geond	geond
twæntig	twentig
daga	dæg|dah|dagian|dag
hyre	hyrian|hyre|hyran|hyr|hire|heo
n	næs|ne
æs	æs
getyðod	getiðian
æniges	ænig
bigleofan	bigleofa
binnan	binnan
ðam	ðam|se
þeostrum	þeostru
Ac	ac
se	se
hælend	hælend
com	cuman
mid	mid
heofonlicum	heofonlic
leohte	sunnan|leoht
and	and
brohte	bringan|brengan
ðam	ðam|se
mædene	mæden
mærne	mære
bigleofon	bigleofa
snawhwitne	snawhwit
hlaf	hlaf
and	and
onlihte	onlihtan
ðæt	þæt|ðæt|se
cweartern	cweartern
Þa	þa|se
cwæð	cweðan
se	se
hælend	hælend
to	toh|to
ðam	ðam|se
halgan	halig|halga|haleg
mædene	mæden
Eala	eala
ðu	þu
Eugenia	eugenia
ne	nesan|neh|ne
beo	beon|beo
þu	þu
afyrht	afyrhtan
Ic	ic
eom	wesan|seon|eoh
þin	þu|þin
hælend	hælend
þe	þu|þe|se
þu	þu
healice	healice
wurðost	None
and	and
mid	mid
eallum	eall|eal
mode	mod
and	and
mægne	mægen
lufast	lufian
On	on
þam	þæm|þam|se
dæge	dæge|dæg
þa	þu|þa|se
scealt	sculan
cuman	cuman|cuma
to	toh|to
me	me|ic
þe	þu|þe|se
ic	ic
com	cuman
to	toh|to
mannum	mann
and	and
on	on|an
minre	minre|min
gebyrdtide	gebyrdtid
ðu	þu
bist	beon
on	on|an
heofonum	heofon
gebroht	gebrengan|bringan|brengan
Þa	þa|se
com	cuman
se	se
cwællere	cwellere
on	on|an
Cristes	crist|Crist
akennednysse	acennednes
dæge	dæge|dæg
asend	asendan
fram	fram
þam	þæm|þam|se
casere	casere|caser
and	and
he	he
þæt	þæt|se
mæden	mæden|mecgan
acwealde	acwellan
Heo	heo
wearð	None
þa	þu|þa|se
gemartyrod	martyrian|gemartyrod|gemartyrian
and	and
cristene	cristen
menn	mann
hi	hi|heo
bebyrgdon	bebyrgan
Ða	þa|se
weop	wepan
seo	seon|seo|se
modor	modor
mid	mid
mycelre	micel
sarnysse	sarness
æt	æt|etan
hyre	hyrian|hyre|hyran|hyr|hire|heo
byrgene	byrgen
oþ	oþ
þæt	þæt|se
heo	heo
hi	hi|heo
geseah	geseon
on	on|an
gastlicre	gastliс|gastlic
gesihðe	gesiht
mid	mid
golde	gold
gefrætewode	gefrætewian
mid	mid
ðam	ðam|se
heofonlicum	heofonlic
werode	werod|weorod
þus	þus
hi	hi|heo
frefrigende	frefrian
Min	min
modor	modor
Claudia	claudia
me	me|ic
hæfð	None
gebroht	gebrengan|bringan|brengan
min	min|ic
hælend	hælend
Crist	crist|Crist
to	toh|to
his	hit|his|he
halgena	halig|halga|haleg
blysse	blis
and	and
minne	min
fæder	fæder
gelogode	gelogian
on	on|an
þære	þære|se
heahfædera	heahfæder
getele	getæl|getellan|getel
and	and
þu	þu
cymst	cuman
to	toh|to
us	we|us
nu	nu
on	on|an
Sunnandæg	None
Seo	se
modor	modor
gewat	gewitan
ða	þe|þa|ða|se
of	of
worulde	weorold
to	toh|to
heofonum	heofon
on	on|an
ðam	ðam|se
Sunnandæge	None
and	and
þa	þu|þa|se
suna	sunu
hi	hi|heo
bestodon	bestandan
Sergius	sergius
and	and
Auitus	auitus
and	and
hi	hi|heo
siððan	siððan
þurhwunodon	þurhwunian
on	on|an
ðam	ðam|se
soðan	soð
geleafan	geleafa
oð	oþ|oð
heora	hira|hi|heore
lifes	lifes|lif
ende	ende
Sy	None
wuldor	wuldor|seolh|bearm
and	and
lof	lof
þam	þæm|þam|se
welwyllendan	welwillende
Drihtne	dryhten
on	on|an
ealra	eall|eal
worulda	weorold
woruld	weorold
ealra	eall|eal
his	hit|his|he
weldæda	weldæd
AMEN	amen
Basilius	basilius
wes	wesan
gehaten	hatan|gehatan
sum	sum|su
halig	halig
biscop	bisceop
se	se
wæs	wesan|seon|beon
fram	fram
cyldhade	cildhad
swiðe	swiðe|swiðan
gehealdsum	gehealdsum
þeah	þiсgan|þicgan|þeon|þeah
þe	þu|þe|se
he	he
to	toh|to
langum	lang
fyrste	fyrst|first
ungefullod	ungefullod
wære	wære|wær|wesan|seon|beon
HER	her
onginneð	None
seo	seon|seo|se
gerecednes	gerecednys
be	be
Antioche	antiochus
þam	þæm|þam|se
ungesæligan	ungesælig
cingce	None
